ecosystem_name,num_repos,pct_total,pct_total_running,num_subecosystems,curr_num_commits,one_month_commit_growth_pct,three_month_commit_growth_pct,curr_num_devs,one_month_dev_growth_pct,three_month_dev_growth_pct,ecosystem_label,Ethereum_rollup,Execution VM,Support Tooling?
Thruster,2,0.00%,99.99%,0,1,,0,1,,0,Thruster,,not labelled,
Coinsult,2,0.00%,99.99%,0,15,66.66666667,400,1,0,0,Coinsult,,not labelled,
Rune,2,0.00%,99.99%,0,1,,,1,,,Rune,,not labelled,
Solana Playground,2,0.00%,99.99%,0,8,14.28571429,-11.11111111,1,0,-66.66666667,Solana Playground,,not labelled,
Hashgraph Online,2,0.00%,99.99%,0,1,0,,1,0,,Hashgraph Online,,not labelled,
BlazeSwap,2,0.00%,99.99%,0,1,,,1,,,BlazeSwap,,not labelled,
Stacking DAO,2,0.00%,99.99%,0,5,0,66.66666667,1,-50,0,Stacking DAO,,not labelled,
OKCash,1,0.00%,99.99%,0,145,19.83471074,,20,0,,OKCash,,not labelled,
HyperPlay,1,0.00%,99.99%,0,16,100,45.45454545,7,250,75,HyperPlay,,not labelled,
VeThor Token,1,0.00%,99.99%,0,11,,450,6,,200,VeThor Token,,not labelled,
Yul,1,0.00%,99.99%,0,37,1133.333333,105.5555556,5,150,-28.57142857,Yul,,not labelled,
Artemis,1,0.00%,99.99%,0,16,-27.27272727,166.6666667,5,25,25,Artemis,,not labelled,
Stand With Crypto,1,0.00%,99.99%,0,9,800,-40,4,300,0,Stand With Crypto,,not labelled,
Aligned Layer,1,0.00%,99.99%,0,25,-35.8974359,-24.24242424,4,-63.63636364,-50,Aligned Layer,,not labelled,
NFT ShowRoom,1,0.00%,99.99%,0,13,,44.44444444,4,,-33.33333333,NFT ShowRoom,,not labelled,
Realms,1,0.00%,99.99%,0,8,166.6666667,700,4,100,300,Realms,,not labelled,
Web3 Foundation Grants Archive,1,0.00%,99.99%,0,4,-50,-33.33333333,4,0,33.33333333,Web3 Foundation Grants Archive,,not labelled,
Maci,1,0.00%,99.99%,0,5,,-16.66666667,3,,0,Maci,,not labelled,
Blue Alloy,1,0.00%,100.00%,0,6,,-60,3,,-57.14285714,Blue Alloy,,not labelled,
Ghostfolio,1,0.00%,100.00%,0,15,36.36363636,-44.44444444,3,0,-25,Ghostfolio,,not labelled,
FABRIC,1,0.00%,100.00%,0,3,,-62.5,3,,50,FABRIC,,not labelled,
FLUX,1,0.00%,100.00%,0,10,42.85714286,-60,3,200,0,FLUX,,not labelled,
Web3Auth,1,0.00%,100.00%,0,8,-70.37037037,-71.42857143,3,-25,-25,Web3Auth,,not labelled,
Quicksilver,1,0.00%,100.00%,0,6,20,,2,-50,,Quicksilver,,not labelled,
Orakl Network,1,0.00%,100.00%,0,20,566.6666667,,2,0,,Orakl Network,,not labelled,
Usher Labs,1,0.00%,100.00%,0,16,700,,2,100,,Usher Labs,,not labelled,
Wizardsardine,1,0.00%,100.00%,0,6,-14.28571429,100,2,-33.33333333,0,Wizardsardine,,not labelled,
Orchid,1,0.00%,100.00%,0,7,16.66666667,600,2,0,100,Orchid,,not labelled,
Byteball Bytes,1,0.00%,100.00%,0,1,0,-75,1,0,-50,Byteball Bytes,,not labelled,
Mantis,1,0.00%,100.00%,0,1,-66.66666667,,1,0,,Mantis,,not labelled,
Bracket Finance,1,0.00%,100.00%,0,1,,,1,,,Bracket Finance,,not labelled,
SolBlaze,1,0.00%,100.00%,0,2,,100,1,,0,SolBlaze,,not labelled,
Chain Agnostic Namespaces,1,0.00%,100.00%,0,2,,,1,,,Chain Agnostic Namespaces,,not labelled,
Bankless DAO,1,0.00%,100.00%,0,15,,7.142857143,1,,0,Bankless DAO,,not labelled,
Electric Capital,1,0.00%,100.00%,0,2,0,-66.66666667,1,-50,0,Electric Capital,,not labelled,
Cord Network,1,0.00%,100.00%,0,1,0,-66.66666667,1,0,-66.66666667,Cord Network,,not labelled,
USD Coin,1,0.00%,100.00%,0,1,,,1,,,USD Coin,,not labelled,
Votium,1,0.00%,100.00%,0,1,0,0,1,0,0,Votium,,not labelled,
CoinAPI.io,1,0.00%,100.00%,0,3,,,1,,,CoinAPI.io,,not labelled,
Fort Nix,1,0.00%,100.00%,0,13,1200,,1,0,,Fort Nix,,not labelled,
Lido DAO,1,0.00%,100.00%,0,1,,,1,,,Lido DAO,,not labelled,
XLabs,1,0.00%,100.00%,0,3,-50,-50,1,-50,-66.66666667,XLabs,,not labelled,
Dark Shuffle,1,0.00%,100.00%,0,5,150,25,1,0,0,Dark Shuffle,,not labelled,
KTX.Finance,1,0.00%,100.00%,0,1,,,1,,,KTX.Finance,,not labelled,
Free,1,0.00%,100.00%,0,7,16.66666667,600,1,0,0,Free,,not labelled,
Solady,1,0.00%,100.00%,0,7,133.3333333,-72,1,0,-66.66666667,Solady,,not labelled,
Zero Dev,1,0.00%,100.00%,0,2,-86.66666667,-86.66666667,1,0,0,Zero Dev,,not labelled,
icp-bulgaria,1,0.00%,100.00%,0,4,,,1,,,icp-bulgaria,,not labelled,
Cronos zkEVM,1,0.00%,100.00%,0,1,,-98,1,,-94.11764706,Cronos zkEVM,,not labelled,
txnDuck,1,0.00%,100.00%,0,5,400,-54.54545455,1,0,0,txnDuck,,not labelled,
bandada,1,0.00%,100.00%,0,4,,33.33333333,1,,-66.66666667,bandada,,not labelled,
Braidpool,1,0.00%,100.00%,0,1,,,1,,,Braidpool,,not labelled,
Coind Labs,1,0.00%,100.00%,0,3,200,,1,0,,Coind Labs,,not labelled,
General Bytes,1,0.00%,100.00%,0,3,,-57.14285714,1,,-66.66666667,General Bytes,,not labelled,
